m84045_240518_224402_s3/225380056/ccs;size=4	k:Fungi(1.00),p:Basidiomycota(0.56),c:Agaricomycetes(0.49),o:Agaricales(0.17),f:Agaricaceae(0.08),g:Tulostoma(0.04),s:Tulostoma_eckbladii(0.04)	+	k:Fungi
m84045_240518_224402_s3/113446061/ccs;size=2	k:Fungi(1.00),p:Chytridiomycota(1.00),c:Spizellomycetes(1.00),o:Spizellomycetales(1.00),f:Spizellomycetales_fam_Incertae_sedis(1.00),g:Spizellomycetales_gen_Incertae_sedis(1.00),s:Spizellomycetales_sp(1.00)	+	k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales,f:Spizellomycetales_fam_Incertae_sedis,g:Spizellomycetales_gen_Incertae_sedis,s:Spizellomycetales_sp
m84045_240518_224402_s3/224596397/ccs;size=3	k:Fungi(1.00),p:Mortierellomycota(1.00),c:Mortierellomycetes(1.00),o:Mortierellales(1.00),f:Mortierellaceae(1.00),g:Mortierella(1.00),s:Mortierella_pulchella(1.00)	+	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella,s:Mortierella_pulchella
m84045_240518_224402_s3/131205279/ccs;size=1	k:Fungi(1.00),p:Sanchytriomycota(1.00),c:Sanchytriomycetes(1.00),o:Sanchytriales(1.00),f:Sanchytriaceae(1.00),g:Sanchytrium(0.64),s:Sanchytrium_sp(0.64)	+	k:Fungi,p:Sanchytriomycota,c:Sanchytriomycetes,o:Sanchytriales,f:Sanchytriaceae
m84045_240518_224402_s3/173999967/ccs;size=4	k:Fungi(1.00),p:Basidiomycota(0.98),c:Agaricomycetes(0.98),o:Agaricales(0.98),f:Lycoperdaceae(0.98),g:Lycoperdon(0.98),s:Lycoperdon_sp(0.98)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Lycoperdaceae,g:Lycoperdon,s:Lycoperdon_sp
m84045_240518_224402_s3/180814782/ccs;size=2	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Corticiales(1.00),f:Corticiaceae(1.00),g:Corticium(1.00),s:Corticium_nespori(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales,f:Corticiaceae,g:Corticium,s:Corticium_nespori
m84045_240518_224402_s3/201527375/ccs;size=1	k:Fungi(1.00),p:Chytridiomycota(1.00),c:Spizellomycetes(1.00),o:Spizellomycetales(1.00),f:Spizellomycetales_fam_Incertae_sedis(1.00),g:Spizellomycetales_gen_Incertae_sedis(1.00),s:Spizellomycetales_sp(1.00)	+	k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales,f:Spizellomycetales_fam_Incertae_sedis,g:Spizellomycetales_gen_Incertae_sedis,s:Spizellomycetales_sp
m84045_240518_224402_s3/183636370/ccs;size=1	k:Fungi(1.00),p:Ascomycota(0.77),c:Lecanoromycetes(0.44),o:Ostropales(0.31),f:Stictidaceae(0.22),g:Stictidaceae_gen_Incertae_sedis(0.09),s:Stictidaceae_sp(0.09)	+	k:Fungi
m84045_240518_224402_s3/247728441/ccs;size=2	k:Fungi(1.00),p:Mortierellomycota(1.00),c:Mortierellomycetes(1.00),o:Mortierellales(1.00),f:Mortierellaceae(1.00),g:Mortierella(0.95),s:Mortierella_basiparvispora(0.89)	+	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella,s:Mortierella_basiparvispora
m84045_240518_224402_s3/117443565/ccs;size=2	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Boletales(1.00),f:Suillaceae(1.00),g:Suillus(1.00),s:Suillus_luteus(0.84)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Suillaceae,g:Suillus,s:Suillus_luteus
m84045_240518_224402_s3/170136549/ccs;size=11	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Boletales(1.00),f:Paxillaceae(1.00),g:Paxillus(1.00),s:Paxillus_involutus(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Paxillaceae,g:Paxillus,s:Paxillus_involutus
m84045_240518_224402_s3/243402307/ccs;size=2	k:Fungi(1.00),p:Ascomycota(0.33),c:Dothideomycetes(0.12),o:Pleosporales(0.11),f:Pleosporales_fam_Incertae_sedis(0.05),g:Pleosporales_gen_Incertae_sedis(0.05),s:Pleosporales_sp(0.05)	+	k:Fungi
m84045_240518_224402_s3/27002165/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Microbotryomycetes(1.00),o:Sporidiobolales(0.94),f:Sporidiobolaceae(0.94),g:Rhodotorula(0.94),s:Rhodotorula_sp(0.94)	+	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula,s:Rhodotorula_sp
m84045_240518_224402_s3/157878493/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Boletales(1.00),f:Suillaceae(1.00),g:Suillus(1.00),s:Suillus_variegatus(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Suillaceae,g:Suillus,s:Suillus_variegatus
m84045_240518_224402_s3/202247307/ccs;size=1	k:Fungi(1.00),p:Mortierellomycota(1.00),c:Mortierellomycetes(1.00),o:Mortierellales(1.00),f:Mortierellaceae(1.00),g:Mortierella(1.00),s:Mortierella_macrocystis(1.00)	+	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella,s:Mortierella_macrocystis
m84045_240518_224402_s3/263259207/ccs;size=2	k:Fungi(1.00),p:Basidiomycota(1.00),c:Microbotryomycetes(1.00),o:Microbotryomycetes_ord_Incertae_sedis(1.00),f:Colacogloeaceae(1.00),g:Colacogloea(1.00),s:Colacogloea_fennica(1.00)	+	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Microbotryomycetes_ord_Incertae_sedis,f:Colacogloeaceae,g:Colacogloea,s:Colacogloea_fennica
m84045_240518_224402_s3/70062039/ccs;size=1	k:Fungi(1.00),p:Mortierellomycota(1.00),c:Mortierellomycetes(1.00),o:Mortierellales(1.00),f:Mortierellaceae(1.00),g:Mortierellaceae_gen_Incertae_sedis(0.99),s:Mortierellaceae_sp(0.99)	+	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierellaceae_gen_Incertae_sedis,s:Mortierellaceae_sp
m84045_240518_224402_s3/107353083/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Tremellomycetes(1.00),o:Filobasidiales(1.00),f:Piskurozymaceae(1.00),g:Solicoccozyma(1.00),s:Solicoccozyma_terricola(1.00)	+	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma,s:Solicoccozyma_terricola
m84045_240518_224402_s3/71763440/ccs;size=3	k:Fungi(1.00),p:Basidiomycota(1.00),c:Microbotryomycetes(1.00),o:Sporidiobolales(1.00),f:Sporidiobolaceae(1.00),g:Rhodotorula(1.00),s:Rhodotorula_sp(1.00)	+	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula,s:Rhodotorula_sp
m84045_240518_224402_s3/115737840/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Boletales(1.00),f:Paxillaceae(1.00),g:Paxillus(1.00),s:Paxillus_involutus(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Paxillaceae,g:Paxillus,s:Paxillus_involutus
m84045_240518_224402_s3/204936095/ccs;size=1	k:Fungi(1.00),p:Fungi_phy_Incertae_sedis(0.35),c:Fungi_cls_Incertae_sedis(0.35),o:Fungi_ord_Incertae_sedis(0.35),f:Fungi_fam_Incertae_sedis(0.35),g:Fungi_gen_Incertae_sedis(0.35),s:Fungi_sp(0.35)	+	k:Fungi
m84045_240518_224402_s3/231409931/ccs;size=2	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Cantharellales(1.00),f:Cantharellales_fam_Incertae_sedis(1.00),g:Cantharellales_gen_Incertae_sedis(1.00),s:Cantharellales_sp(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Cantharellales_fam_Incertae_sedis,g:Cantharellales_gen_Incertae_sedis,s:Cantharellales_sp
m84045_240518_224402_s3/43520775/ccs;size=3	k:Fungi(1.00),p:Basidiomycota(0.32),c:Agaricomycetes(0.29),o:Agaricales(0.18),f:Entolomataceae(0.03),g:Entoloma(0.02),s:Entoloma_sp(0.02)	+	k:Fungi
m84045_240518_224402_s3/56954000/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(0.45),c:Agaricomycetes(0.38),o:Cantharellales(0.16),f:Cantharellaceae(0.14),g:Cantharellus(0.13),s:Cantharellus_sp(0.07)	+	k:Fungi
m84045_240518_224402_s3/72420822/ccs;size=19	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Boletales(1.00),f:Paxillaceae(1.00),g:Paxillus(1.00),s:Paxillus_involutus(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Paxillaceae,g:Paxillus,s:Paxillus_involutus
m84045_240518_224402_s3/167117659/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(0.48),c:Agaricomycetes(0.32),o:Agaricales(0.20),f:Clavariaceae(0.04),g:Ramariopsis(0.02),s:Ramariopsis_sp(0.02)	+	k:Fungi
m84045_240518_224402_s3/177212390/ccs;size=1	k:Fungi(1.00),p:Ascomycota(1.00),c:Orbiliomycetes(1.00),o:Orbiliales(1.00),f:Orbiliaceae(1.00),g:Orbiliaceae_gen_Incertae_sedis(1.00),s:Orbiliaceae_sp(1.00)	+	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Orbiliaceae_gen_Incertae_sedis,s:Orbiliaceae_sp
m84045_240518_224402_s3/197072680/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(0.37),c:Agaricomycetes(0.32),o:Agaricales(0.20),f:Agaricaceae(0.06),g:Agaricus(0.04),s:Agaricus_sp(0.03)	+	k:Fungi
m84045_240518_224402_s3/225972721/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(0.35),c:Agaricomycetes(0.14),o:Agaricales(0.09),f:Pluteaceae(0.02),g:Pluteus(0.02),s:Pluteus_sp(0.01)	+	k:Fungi
m84045_240518_224402_s3/62853313/ccs;size=2	k:Fungi(1.00),p:Fungi_phy_Incertae_sedis(0.24),c:Fungi_cls_Incertae_sedis(0.24),o:Fungi_ord_Incertae_sedis(0.24),f:Fungi_fam_Incertae_sedis(0.24),g:Fungi_gen_Incertae_sedis(0.24),s:Fungi_sp(0.24)	+	k:Fungi
m84045_240518_224402_s3/23794655/ccs;size=3	k:Fungi(1.00),p:Basidiomycota(0.97),c:Agaricomycetes(0.95),o:Sebacinales(0.89),f:Serendipitaceae(0.86),g:Serendipita(0.80),s:Serendipita_sp(0.80)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Serendipitaceae,g:Serendipita,s:Serendipita_sp
m84045_240518_224402_s3/101384445/ccs;size=2	k:Fungi(1.00),p:Basidiomycota(0.45),c:Agaricomycetes(0.34),o:Agaricales(0.25),f:Entolomataceae(0.06),g:Entolomataceae_gen_Incertae_sedis(0.04),s:Entolomataceae_sp(0.04)	+	k:Fungi
m84045_240518_224402_s3/164497611/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Microbotryomycetes(1.00),o:Sporidiobolales(0.57),f:Sporidiobolales_fam_Incertae_sedis(0.57),g:Sporidiobolales_gen_Incertae_sedis(0.57),s:Sporidiobolales_sp(0.57)	+	k:Fungi,p:Basidiomycota,c:Microbotryomycetes
m84045_240518_224402_s3/167843081/ccs;size=1	k:Fungi(1.00),p:Ascomycota(0.48),c:Dothideomycetes(0.20),o:Mycosphaerellales(0.09),f:Mycosphaerellaceae(0.04),g:Septoria(0.02),s:Septoria_sp(0.02)	+	k:Fungi
m84045_240518_224402_s3/215487825/ccs;size=2	k:Fungi(1.00),p:Basidiomycota(0.44),c:Agaricomycetes(0.38),o:Agaricales(0.27),f:Entolomataceae(0.12),g:Pouzarella(0.06),s:Pouzarella_sp(0.06)	+	k:Fungi
m84045_240518_224402_s3/233836392/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(0.33),c:Agaricomycetes(0.24),o:Cantharellales(0.09),f:Cantharellaceae(0.04),g:Cantharellus(0.04),s:Cantharellus_paucifurcatus(0.02)	+	k:Fungi
m84045_240518_224402_s3/29234520/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Microbotryomycetes(0.98),o:Sporidiobolales(0.54),f:Sporidiobolaceae(0.50),g:Rhodotorula(0.49),s:Rhodotorula_sp(0.49)	+	k:Fungi,p:Basidiomycota,c:Microbotryomycetes
m84045_240518_224402_s3/68618836/ccs;size=15	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(0.76),o:Polyporales(0.76),f:Polyporales_fam_Incertae_sedis(0.76),g:Polyporales_gen_Incertae_sedis(0.76),s:Polyporales_sp(0.76)	+	k:Fungi,p:Basidiomycota
m84045_240518_224402_s3/103090070/ccs;size=14	k:Fungi(1.00),p:Ascomycota(0.76),c:Dothideomycetes(0.21),o:Pleosporales(0.08),f:Didymellaceae(0.02),g:Didymellaceae_gen_Incertae_sedis(0.02),s:Didymellaceae_sp(0.02)	+	k:Fungi
m84045_240518_224402_s3/216138891/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(0.50),c:Agaricomycetes(0.49),o:Cantharellales(0.42),f:Tulasnellaceae(0.41),g:Tulasnella(0.20),s:Tulasnella_sp(0.19)	+	k:Fungi
m84045_240518_224402_s3/219875227/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Tremellomycetes(1.00),o:Filobasidiales(0.92),f:Piskurozymaceae(0.92),g:Piskurozyma(0.92),s:Piskurozyma_sp(0.84)	+	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Piskurozyma,s:Piskurozyma_sp
m84045_240518_224402_s3/256574656/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(0.99),c:Microbotryomycetes(0.99),o:Microbotryomycetes_ord_Incertae_sedis(0.83),f:Colacogloeaceae(0.69),g:Colacogloea(0.66),s:Colacogloea_cycloclastica(0.22)	+	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Microbotryomycetes_ord_Incertae_sedis
m84045_240518_224402_s3/216470374/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(0.94),c:Cystobasidiomycetes(0.79),o:Cystobasidiomycetes_ord_Incertae_sedis(0.48),f:Microsporomycetaceae(0.38),g:Microsporomyces(0.37),s:Microsporomyces_sp(0.13)	+	k:Fungi,p:Basidiomycota
m84045_240518_224402_s3/241503464/ccs;size=2	k:Fungi(1.00),p:Basidiomycota(0.99),c:Agaricomycetes(0.77),o:Polyporales(0.77),f:Polyporales_fam_Incertae_sedis(0.77),g:Polyporales_gen_Incertae_sedis(0.77),s:Polyporales_sp(0.77)	+	k:Fungi,p:Basidiomycota
m84045_240518_224402_s3/52237404/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Russulales(1.00),f:Russulaceae(1.00),g:Russula(0.99),s:Russula_sp(0.75)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula
m84045_240518_224402_s3/142344305/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(0.97),c:Cystobasidiomycetes(0.91),o:Cystobasidiomycetes_ord_Incertae_sedis(0.80),f:Microsporomycetaceae(0.80),g:Microsporomyces(0.79),s:Microsporomyces_orientalis(0.76)	+	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiomycetes_ord_Incertae_sedis,f:Microsporomycetaceae
m84045_240518_224402_s3/209916356/ccs;size=2	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Trechisporales(1.00),f:Hydnodontaceae(1.00),g:Luellia(1.00),s:Luellia_sp(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Luellia,s:Luellia_sp
m84045_240518_224402_s3/179508030/ccs;size=35	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Trechisporales(1.00),f:Hydnodontaceae(1.00),g:Trechispora(1.00),s:Trechispora_farinacea(0.99)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora,s:Trechispora_farinacea
m84045_240518_224402_s3/212273428/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Agaricomycetes_ord_Incertae_sedis(1.00),f:Agaricomycetes_fam_Incertae_sedis(1.00),g:Agaricomycetes_gen_Incertae_sedis(1.00),s:Agaricomycetes_sp(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricomycetes_ord_Incertae_sedis,f:Agaricomycetes_fam_Incertae_sedis,g:Agaricomycetes_gen_Incertae_sedis,s:Agaricomycetes_sp
m84045_240518_224402_s3/61346629/ccs;size=1	k:Fungi(1.00),p:Fungi_phy_Incertae_sedis(0.48),c:Fungi_cls_Incertae_sedis(0.48),o:Fungi_ord_Incertae_sedis(0.48),f:Fungi_fam_Incertae_sedis(0.48),g:Fungi_gen_Incertae_sedis(0.48),s:Fungi_sp(0.48)	+	k:Fungi
m84045_240518_224402_s3/94114019/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Trechisporales(1.00),f:Hydnodontaceae(1.00),g:Trechispora(1.00),s:Trechispora_sp(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora,s:Trechispora_sp
m84045_240518_224402_s3/161875834/ccs;size=4	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:Tomentella(0.98),s:Tomentella_sp(0.98)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella,s:Tomentella_sp
m84045_240518_224402_s3/122291319/ccs;size=55	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Trechisporales(1.00),f:Hydnodontaceae(1.00),g:Trechispora(1.00),s:Trechispora_farinacea(0.99)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora,s:Trechispora_farinacea
m84045_240518_224402_s3/193857410/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Hymenochaetales(1.00),f:Schizoporaceae(1.00),g:Schizoporaceae_gen_Incertae_sedis(1.00),s:Schizoporaceae_sp(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,f:Schizoporaceae,g:Schizoporaceae_gen_Incertae_sedis,s:Schizoporaceae_sp
m84045_240518_224402_s3/255267415/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Trechisporales(1.00),f:Hydnodontaceae(1.00),g:Trechispora(1.00),s:Trechispora_farinacea(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora,s:Trechispora_farinacea
m84045_240518_224402_s3/41289305/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Cantharellales(1.00),f:Botryobasidiaceae(1.00),g:Botryobasidium(1.00),s:Botryobasidium_sp(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Botryobasidiaceae,g:Botryobasidium,s:Botryobasidium_sp
m84045_240518_224402_s3/60490789/ccs;size=11	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Cantharellales(1.00),f:Hydnaceae(1.00),g:Sistotrema(1.00),s:Sistotrema_sp(0.98)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Hydnaceae,g:Sistotrema,s:Sistotrema_sp
m84045_240518_224402_s3/95422432/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(0.97),c:Agaricomycetes(0.53),o:Agaricales(0.22),f:Entolomataceae(0.06),g:Entoloma(0.03),s:Entoloma_phaeocarpum(0.02)	+	k:Fungi,p:Basidiomycota
m84045_240518_224402_s3/129303599/ccs;size=21	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Trechisporales(1.00),f:Hydnodontaceae(1.00),g:Trechispora(1.00),s:Trechispora_sp(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora,s:Trechispora_sp
m84045_240518_224402_s3/161809344/ccs;size=5	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Cantharellales(1.00),f:Botryobasidiaceae(1.00),g:Botryobasidium(1.00),s:Botryobasidium_subcoronatum(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Botryobasidiaceae,g:Botryobasidium,s:Botryobasidium_subcoronatum
m84045_240518_224402_s3/127273151/ccs;size=2	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Trechisporales(1.00),f:Hydnodontaceae(1.00),g:Trechispora(1.00),s:Trechispora_farinacea(0.98)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora,s:Trechispora_farinacea
m84045_240518_224402_s3/185733652/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(0.41),c:Agaricomycetes(0.38),o:Agaricales(0.21),f:Entolomataceae(0.06),g:Clitopilus(0.05),s:Clitopilus_sp(0.05)	+	k:Fungi
m84045_240518_224402_s3/216860535/ccs;size=1	k:Fungi(1.00),p:Mucoromycota(1.00),c:Umbelopsidomycetes(1.00),o:Umbelopsidales(1.00),f:Umbelopsidaceae(1.00),g:Umbelopsis(1.00),s:Umbelopsis_angularis(0.75)	+	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis
m84045_240518_224402_s3/13765311/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Trechisporales(1.00),f:Hydnodontaceae(1.00),g:Trechispora(1.00),s:Trechispora_farinacea(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora,s:Trechispora_farinacea
m84045_240518_224402_s3/180552744/ccs;size=5	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:Thelephoraceae_gen_Incertae_sedis(0.60),s:Thelephoraceae_sp(0.60)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae
m84045_240518_224402_s3/238354931/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Microbotryomycetes(1.00),o:Microbotryomycetes_ord_Incertae_sedis(1.00),f:Microbotryomycetes_fam_Incertae_sedis(1.00),g:Oberwinklerozyma(1.00),s:Oberwinklerozyma_silvestris(1.00)	+	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Microbotryomycetes_ord_Incertae_sedis,f:Microbotryomycetes_fam_Incertae_sedis,g:Oberwinklerozyma,s:Oberwinklerozyma_silvestris
m84045_240518_224402_s3/62851779/ccs;size=1	k:Fungi(1.00),p:Mucoromycota(1.00),c:Umbelopsidomycetes(1.00),o:Umbelopsidales(1.00),f:Umbelopsidaceae(1.00),g:Umbelopsis(1.00),s:Umbelopsis_ramanniana(0.97)	+	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis,s:Umbelopsis_ramanniana
m84045_240518_224402_s3/70975683/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Cantharellales(1.00),f:Botryobasidiaceae(1.00),g:Botryobasidium(1.00),s:Botryobasidium_vagum(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Botryobasidiaceae,g:Botryobasidium,s:Botryobasidium_vagum
m84045_240518_224402_s3/156173221/ccs;size=1	k:Fungi(1.00),p:Mucoromycota(1.00),c:Umbelopsidomycetes(1.00),o:Umbelopsidales(1.00),f:Umbelopsidaceae(1.00),g:Umbelopsis(1.00),s:Umbelopsis_macrospora(0.98)	+	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis,s:Umbelopsis_macrospora
m84045_240518_224402_s3/141103476/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:Thelephora(0.91),s:Thelephora_stuposa(0.91)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Thelephora,s:Thelephora_stuposa
m84045_240518_224402_s3/141822252/ccs;size=2	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:Tomentella(1.00),s:Tomentella_sp(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella,s:Tomentella_sp
m84045_240518_224402_s3/51318949/ccs;size=2	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Cantharellales(1.00),f:Tulasnellaceae(1.00),g:Tulasnellaceae_gen_Incertae_sedis(1.00),s:Tulasnellaceae_sp(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Tulasnellaceae,g:Tulasnellaceae_gen_Incertae_sedis,s:Tulasnellaceae_sp
m84045_240518_224402_s3/88475493/ccs;size=1	k:Fungi(1.00),p:Basidiomycota(1.00),c:Cystobasidiomycetes(1.00),o:Cystobasidiomycetes_ord_Incertae_sedis(1.00),f:Microsporomycetaceae(1.00),g:Microsporomyces(1.00),s:Microsporomyces_orientalis(1.00)	+	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiomycetes_ord_Incertae_sedis,f:Microsporomycetaceae,g:Microsporomyces,s:Microsporomyces_orientalis
m84045_240518_224402_s3/112267787/ccs;size=5	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Agaricales(1.00),f:Mycenaceae(1.00),g:Mycena(1.00),s:Mycena_epipterygia(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Mycenaceae,g:Mycena,s:Mycena_epipterygia
